movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
The Celebrationæ,105,346,141,280,1,1300000,1998,278,8.1,1.33,5000,65951
Trees Loungeæ,95,12000,636,12000,1,1300000,1996,680,7.2,1.85,872,11369
Journey from the Fallæ,135,5,5,51,2,1592000,2006,24,7.4,1.85,100,775
The Basketæ,105,7,548,2000,2,1300000,1999,783,6.5,1.85,117,449
Eddie: The Sleepwalking Cannibalæ,83,5,98,413,0,1500000,2012,197,5.7,,932,1231
Mercury Risingæ,111,17,652,13000,1,60000000,1998,969,6.1,2.35,0,54316
Space: Above and Beyondæ            ,60,,109,210,0,5000000,,121,7.7,1.33,963,6381
Queen of the Mountainsæ,135,135,0,0,1,1400000,2014,0,8.7,2.35,0,3144
Def-Con 4æ,88,4,13,232,0,1750000,1985,23,4.3,1.85,220,1339
The Hebrew Hammeræ,87,4,624,2000,1,1000000,2003,1000,6.2,1.85,3000,4182
Neal 'N' Nikkiæ,97,0,40,374,2,1500000,2005,145,3.3,2.35,66,1167
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About Itæ,82,19,134,700,3,1300000,2010,460,2.7,1.85,0,5579
Forget Me Notæ,103,0,511,35000,1,1300000,2009,516,5.2,2.35,969,4866
Rebeccaæ,130,13000,333,1000,2,1288000,1940,991,8.2,1.37,0,87424
Friday the 13th Part 2æ,87,49,59,309,0,1250000,1981,121,6.1,1.85,0,39690
The Lost Weekendæ,101,0,66,287,4,1250000,1945,160,8,1.37,0,24959
C.H.U.D.æ,96,4,132,796,0,1250000,1984,697,5.5,1.85,0,7528
Filly Brownæ,80,8,183,2000,1,427000,2012,245,5.7,2.35,0,910
The Lion of Judahæ,87,11,397,578,0,15000000,2011,418,3.7,1.78,381,458
Niagaraæ,92,83,48,469,0,1250000,1953,79,7.1,1.37,1000,11047
How Green Was My Valleyæ,118,673,137,595,5,1250000,1941,176,7.8,1.37,0,15840
The Girlfriend Experienceæ            ,27,,201,934,0,,,691,7.3,,632,3282
Da Sweet Blood of Jesusæ,123,0,161,3000,0,1420000,2014,372,4.1,2.35,447,794
"Sex, Lies, and Videotapeæ",100,0,65,828,2,1200000,1989,531,7.2,1.85,2000,37785
Sawæ,103,0,651,2000,0,1200000,2004,878,7.7,1.85,0,299127
Super Troopersæ,100,422,422,816,0,1200000,2001,577,7.1,1.85,0,76151
The Algerianæ,99,4,434,18000,6,1300000,2014,748,7.6,1.85,221,101
The Amazing Catfishæ,89,0,3,31,0,1300000,2013,24,7,,407,1229
The Day the Earth Stood Stillæ,104,301,71,18000,0,80000000,2008,4000,5.5,2.35,0,139426
Monsoon Weddingæ,114,300,73,307,0,7000000,2001,209,7.4,1.85,0,19397
You Can Count on Meæ,111,50,612,2000,0,1200000,2000,710,7.7,1.85,756,22145
The Trouble with Harryæ,99,13000,232,282,0,1200000,1955,255,7.2,1.5,0,24891
Lucky Number Slevinæ,110,118,1000,13000,3,27000000,2006,11000,7.8,2.35,10000,262160
But I'm a Cheerleaderæ,85,91,849,1000,1,1200000,1999,1000,6.6,1.85,0,19986
Home Runæ,113,29,449,890,2,1200000,2013,848,6,2.35,0,2417
Reservoir Dogsæ,99,16000,455,16000,0,1200000,1992,12000,8.4,2.35,19000,664719
The Blue Birdæ,83,9,51,94,1,,1940,62,6.5,1.37,548,1047
"The Good, the Bad and the Uglyæ",142,0,24,16000,3,1200000,1966,34,8.9,2.35,20000,503509
The Second Motheræ,112,9,4,61,1,4000000,2015,9,7.9,2.35,0,7025
Blue Like Jazzæ,108,14,274,1000,0,1200000,2012,330,6,1.85,0,2582
Down and Out with the Dollsæ,88,0,3,268,0,1200000,2001,44,6.1,1.78,27,91
"Pink Ribbons, Inc.æ",97,4,,,0,1200000,2011,,7.4,,5000,591
Certifiably Jonathanæ,85,0,924,49000,10,1200000,2007,931,6.2,,87,132
Qæ,103,0,24,34,1,1500000,2011,29,5.6,1.78,754,4068
The Knife of Don Juanæ,110,0,0,3,3,1200000,2013,2,7.2,,75,27
Grand Theft Parsonsæ,88,4,95,690,1,,2003,316,6.1,1.85,480,2953
Extreme Movieæ,76,0,227,387,6,,2008,295,3.8,1.85,636,9560
The Charge of the Light Brigadeæ,100,345,94,843,3,1200000,1936,490,7.1,1.37,204,3418
Below Zeroæ,99,0,5,721,2,1200000,2011,134,4.5,,161,652
Crowsnestæ,84,0,63,380,0,1200000,2012,91,3.8,,238,1321
Airborneæ,91,38,117,584,0,2600000,1993,399,6.2,1.85,0,5061
Cotton Comes to Harlemæ,97,282,148,586,1,1200000,1970,434,6.6,1.85,477,1172
The Wicked Withinæ,84,2,475,10000,0,1200000,2015,500,4.6,,479,742
Bleeding Heartsæ,100,0,312,498,1,1200000,2015,350,4.2,,242,71
Waiting...æ,94,6,804,16000,3,3000000,2005,1000,6.8,1.85,0,76467
Dead Man's Shoesæ,90,222,68,680,0,695393,2004,404,7.7,1.85,0,39929
Wolf Creekæ            ,,,206,511,0,,,457,7.1,2,954,726
From a Whisper to a Screamæ,92,155,147,448,0,1100000,1987,426,5.9,1.85,241,1324
Sex with Strangersæ,105,0,,,0,,2002,,4.7,1.33,51,285
Dracula: Pages from a Virgin's Diaryæ,73,126,3,14,1,1600000,2002,4,7,1.85,131,1555
Faith Like Potatoesæ,116,12,25,412,2,10000000,2006,48,6.9,1.85,0,2050
Beyond the Black Rainbowæ,110,22,48,434,1,1100000,2010,95,6.1,2.35,0,6555
The Raid: Redemptionæ,102,338,60,1000,0,1100000,2011,342,7.6,1.85,51000,148221
The Dead Undeadæ,89,252,252,1000,1,1100000,2010,745,3,1.85,444,737
The Vatican Exorcismsæ,76,0,0,12,0,1100000,2013,0,2.6,2.35,200,332
Casablancaæ,82,345,269,2000,4,950000,1942,607,8.6,1.37,23000,387508
Lake Mungoæ,89,0,5,12,0,1400000,2008,5,6.1,1.85,0,9465
Rocket Singh: Salesman of the Yearæ,150,6,20,964,1,,2009,22,7.5,,773,11010
Silent Runningæ,89,136,42,844,1,1000000,1972,184,6.7,1.85,0,20678
Rockyæ,145,80,794,13000,0,960000,1976,1000,8.1,1.33,0,375240
The Sleepwalkeræ,91,2,9,321,1,1100000,2014,287,4.9,2.35,234,512
The Fogæ,89,0,606,2000,0,1000000,1980,826,6.8,2.35,7000,46493
Tom Jonesæ,121,62,69,883,1,1000000,1963,269,6.8,1.37,328,8508
Unfriendedæ,83,6,142,707,0,1000000,2014,305,5.7,1.85,13000,44329
Taxi Driveræ,110,17000,595,22000,1,1300000,1976,745,8.3,1.85,35000,507063
The Howlingæ,91,287,725,1000,0,1000000,1981,823,6.6,1.85,0,22773
Dr. Noæ,110,92,177,650,4,1100000,1962,275,7.3,1.37,5000,116642
Chernobyl Diariesæ,86,18,300,1000,0,1000000,2012,466,5,1.85,24000,52642
Hellraiseræ,86,385,100,266,0,1000000,1987,209,7,1.85,0,76407
God's Not Dead 2æ,120,18,295,634,11,5000000,2016,420,3.4,2.35,0,4501
Cry_Wolfæ,90,65,683,1000,0,1000000,2005,989,5.9,2.35,816,23021
Godzilla 2000æ,99,2,3,43,0,1000000000,1999,3,6,2.35,339,5442
Blue Valentineæ,112,310,616,33000,0,3500000,2010,2000,7.4,1.66,25000,141425
Transamericaæ,103,2,226,2000,2,1000000,2005,508,7.4,1.85,0,36321
The Devil Insideæ,83,19,128,403,0,1000000,2012,169,4.2,1.85,12000,30570
Beyond the Valley of the Dollsæ,109,199,44,503,8,900000,1970,46,6.2,2.35,0,7584
Love Me Tenderæ,89,0,102,356,1,1000000,1956,110,6.2,2.35,365,2636
An Inconvenient Truthæ,96,49,,861,0,,2006,68,7.5,1.85,0,67654
Sands of Iwo Jimaæ,109,23,88,183,0,1000000,1949,102,7.2,1.37,624,7346
Shine a Lightæ,122,17000,184,543,0,,2008,426,7.2,1.85,0,9638
The Green Infernoæ,100,0,389,640,0,6000000,2013,550,5.4,2.35,12000,21468
Departureæ,109,0,30,202,0,1100000,2015,47,7,1.85,75,162
The Sessionsæ,95,20,365,422,3,1000000,2012,374,7.2,1.85,11000,36381
"Food, Inc.æ",94,11,2,37,0,,2008,3,7.9,1.78,37000,42389
October Babyæ,107,10,245,544,1,,2011,264,6.8,,0,6110
Next Stop Wonderlandæ,104,122,458,22000,1,1000000,1998,472,6.7,1.85,392,4195
Junoæ,96,655,973,24000,0,7500000,2007,3000,7.5,1.85,10000,414345
The Skeleton Twinsæ,93,7,180,3000,2,,2014,439,6.8,2.35,0,31254
Martha Marcy May Marleneæ,102,46,287,321,0,,2011,300,6.9,2.35,0,40425
Obvious Childæ,84,9,313,612,1,,2014,457,6.8,2.35,0,16594
Frozen Riveræ,97,33,229,496,1,1000000,2008,238,7.2,1.85,0,21746
20 Feet from Stardomæ,91,9,13,130,0,1000000,2013,19,7.4,1.78,14000,9540
Two Girls and a Guyæ,84,56,13,21000,3,1000000,1997,104,5.6,1.85,387,5933
Walking and Talkingæ,86,132,584,778,2,1000000,1996,695,6.8,1.85,227,2629
The Full Montyæ,91,11,121,1000,3,3500000,1997,891,7.2,1.85,0,82232
Who Killed the Electric Car?æ,92,2,5,783,0,1000000,2006,659,7.7,1.75,0,11283
The Broken Hearts Club: A Romantic Comedyæ,94,112,428,1000,1,1000000,2000,826,7,2.35,671,6084
Bubba Ho-Tepæ,92,152,124,1000,2,1000000,2002,282,7.2,1.85,0,38893
Goosebumpsæ,103,11,543,2000,4,58000000,2015,1000,6.4,2.35,35000,47988
Slamæ,100,12,6,245,0,1000000,1998,38,7.2,1.85,603,1976
Brigham Cityæ,119,13,25,957,0,1000000,2001,81,7.2,1.85,100,983
Fizaæ,167,10,97,353,3,1000000,2000,186,6.2,2.35,92,2715
History of the World: Part Iæ,92,0,842,1000,0,11000000,1981,898,6.9,2.35,0,36559
Orgazmoæ,92,406,194,406,0,1000000,1997,203,6.2,1.85,0,30396
All the Real Girlsæ,108,234,463,11000,0,2500000,2003,552,6.9,2.35,571,9233
Dream with the Fishesæ,97,4,301,611,0,1000000,1997,394,7,1.85,166,1524
Blue Caræ,88,22,275,638,0,1000000,2002,400,6.7,1.85,115,3142
Luminariasæ,100,0,268,844,1,1000000,2000,625,3.6,,24,505
Palo Altoæ,100,71,145,11000,0,,2013,733,6.3,1.85,0,19752
Ajamiæ,124,13,7,20,6,,2009,13,7.4,1.85,0,4999
Wristcutters: A Love Storyæ,88,21,772,1000,2,1000000,2006,835,7.4,1.78,11000,46076
I Originsæ,106,135,11,7000,0,,2014,71,7.3,2.39,32000,75633
The Battle of Shaker Heightsæ,79,2,551,855,2,1000000,2003,577,6.1,1.85,150,3806
The Lovely Bonesæ,135,0,310,873,1,65000000,2009,559,6.7,2.35,16000,125114
The Act of Killingæ,96,50,0,3,1,1000000,2012,3,8.2,1.85,20000,23836
Taxi to the Dark Sideæ,53,141,23,141,0,1000000,2007,125,7.7,1.85,0,10564
Once in a Lifetime: The Extraordinary Story of the New York Cosmosæ,97,10,5,102,0,1000000,2006,7,7.3,1.85,587,1290
Guiana 1838æ,120,0,0,12,0,,2004,3,7.4,,32,56
Lisa Picard Is Famousæ,90,165,679,978,1,,2000,922,5.7,,25,455
Antarctica: A Year on Iceæ,91,9,9,53,1,1000000,2013,24,7.6,1.85,0,2482
A Lego Brickumentaryæ,93,0,0,20,0,1000000,2014,8,6.8,,0,1220
Hardflipæ,112,74,891,260000,3,1000000,2012,984,5.6,1.85,706,606
Chocolate: Deep Dark Secretsæ,160,5,219,724,5,1500000,2005,668,4.8,,31,1524
The House of the Devilæ,95,243,725,969,0,900000,2009,962,6.4,1.85,0,30160
The Perfect Hostæ,93,11,271,443,1,500000,2010,298,6.8,1.85,0,20176
Safe Menæ,88,29,117,499,0,1000000,1998,230,6.1,1.85,157,2735
Speedway Junkyæ,105,5,73,590,2,1000000,1999,231,5.2,,27,1434
The Last Big Thingæ,98,8,14,96,1,,1996,71,6.9,1.85,43,334
The Specialsæ,82,82,490,2000,0,1000000,2000,571,6,1.85,210,1938
16 to Lifeæ,89,32,256,386,1,1000000,2009,261,6.3,1.78,143,397
Alone with Heræ,78,0,61,262,0,1000000,2006,163,6.1,1.85,244,3228
Creative Controlæ,97,4,150,446,1,1000000,2015,171,5.5,2.39,793,1048
Specialæ,81,0,394,975,0,1000000,2006,645,6.9,1.85,0,4862
Sparkleræ,90,18,422,491,3,,1997,490,5.6,,17,377
The Helix... Loadedæ,97,0,94,639,2,1000000,2005,361,1.9,1.78,128,534
In Her Line of Fireæ,88,53,176,563,2,1000000,2006,288,4.1,1.85,42,783
The Jimmy Showæ,96,436,4,474,3,1500000,2001,436,5.4,1.85,47,480
Heliæ,105,50,8,327,0,1000000,2013,9,6.8,1.85,0,3499
Karachi se Lahoreæ,,3,4,7,9,1000000,2015,5,7,,259,876
Loving Annabelleæ,76,57,228,442,0,1000000,2006,403,6.7,1.85,501,9190
Hitsæ,96,0,396,782,1,1000000,2014,490,5.8,1.78,903,1359
Jimmy and Judyæ,99,0,131,363,2,1000000,2006,275,6.2,,138,1420
Frat Partyæ,90,15,106,984,4,1000000,2009,157,2.8,16,297,1612
The Party's Overæ,94,82,47,694,1,,1965,196,7.3,1.37,32,340
Proudæ,87,3,149,767,2,1000000,2004,282,5.8,,141,275
The Poker Houseæ,93,923,904,34000,3,,2008,17000,6.5,1.85,599,3943
Childlessæ,90,0,171,1000,5,1000000,2008,618,6.1,,3,33
ZMD: Zombies of Mass Destructionæ,89,23,23,199,0,500000,2009,37,5.1,1.85,0,3650
Snow White: A Deadly Summeræ,83,142,317,458,1,1000000,2012,383,2.2,1.78,150,634
Hidden Awayæ,96,0,0,90,0,,2014,0,7.2,2.35,68,955
My Last Day Without Youæ,90,0,360,898,1,1000000,2011,395,5.7,1.66,370,982
Steppin: The Movieæ,138,105,110,592,6,1000000,2009,207,3.4,,41,293
Doc Holliday's Revengeæ,84,142,402,10000,3,1000000,2014,854,3.8,1.78,54,93
Black Rockæ,83,224,37,224,1,,2012,59,4.7,1.85,0,6531
Truth or Dieæ,96,0,177,335,2,1000000,2012,334,5.6,2.35,968,6513
The Petæ,94,6,0,92,0,1000000,2006,17,3.9,,91,425
Bang Bang Babyæ,90,0,36,57,2,1000000,2014,40,5.4,,48,137
Fear Clinicæ,95,53,253,677,0,1000000,2015,366,5.2,2.35,936,6256
Zombie Hunteræ,93,3,115,214,2,1000000,2013,211,3.5,2.35,0,2057
A Fine Stepæ,111,0,426,657,0,1000000,2014,608,5.3,,212,207
Tranceæ,101,0,888,3000,0,20000000,2013,1000,7,2.35,23000,92640
Charlyæ,103,17,113,754,0,,1968,605,7.1,2.35,785,4998
Banshee Chapteræ,87,0,302,696,1,950000,2013,371,5.5,,2000,6265
Jesseæ            ,30,,223,775,8,,,275,5.9,,57,954
Ask Me Anythingæ,100,12,354,529,1,950000,2014,413,6,,884,7870
And Then Came Loveæ,90,29,558,1000,1,989000,2007,569,4.8,,42,443
Food Chainsæ,83,0,17,56,0,913000,2014,28,7.1,,489,265
On the Waterfrontæ,108,603,279,10000,2,910000,1954,416,8.2,1.85,0,100890
L!fe Happensæ,100,28,501,945,8,930000,2011,756,5.7,2.35,995,6025
"4 Months, 3 Weeks and 2 Daysæ",113,163,27,131,0,590000,2007,60,7.9,1.85,14000,44763
The Horror Network Vol. 1æ,97,171,76,1000,0,3000000,2015,171,7.3,,52,139
Hard Candyæ,104,171,0,109,0,950000,2005,8,7.1,2.35,12000,131969
The Quietæ,91,91,659,982,0,900000,2005,796,6.4,2.35,698,13485
Circumstanceæ,107,32,127,144,1,,2011,127,5.9,2.35,0,6277
Fruitvale Stationæ,85,0,88,282,0,900000,2013,270,7.5,1.85,17000,53919
The Brass Teapotæ,101,6,727,975,2,900000,2012,947,6.4,2.35,0,11965
Bambiæ,70,11,8,16,0,,1942,12,7.4,1.33,0,94225
The Hammeræ,88,0,102,465,1,850000,2007,140,7.3,,337,5489
Snitchæ,112,29,874,12000,1,15000000,2013,1000,6.5,2.35,12000,64748
Latter Daysæ,107,6,522,23000,2,850000,2003,813,7.2,1.85,0,14580
Elzaæ,78,0,0,0,1,900000,2011,0,6.7,16,24,19
1982æ,90,66,734,904,4,1000000,2013,782,7.1,,181,122
"For a Good Time, Call...æ",88,15,567,938,0,850000,2012,904,6,2.35,0,13421
Celeste & Jesse Foreveræ,92,43,172,904,2,,2012,517,6.7,2.35,0,24391
Time Changeræ,95,14,221,284,1,825000,2002,234,5.6,1.85,409,1742
London to Brightonæ,85,46,141,418,0,500000,2006,146,7,2.35,933,7308
American Heroæ,86,63,175,489,2,990000,2015,207,4.9,,549,2706
Windsor Driveæ,90,8,487,1000,1,100000,2015,806,3.2,,312,169
A Separationæ,123,0,620,786,2,500000,2011,712,8.4,1.85,48000,151812
Crying with Laughteræ,93,5,10,49,1,,2009,11,6.9,,33,190
Welcome to the Dollhouseæ,88,377,236,529,1,800000,1995,502,7.5,1.85,0,26513
Ruby in Paradiseæ,114,9,86,159,1,800000,1993,143,7.2,1.85,81,2039
Raising Victor Vargasæ,88,6,68,302,1,800000,2002,270,7.2,1.85,219,4743
Pandora's Boxæ,110,21,3,426,1,,1929,20,8,1.33,926,7431
Harrison Montgomeryæ,95,0,167,940,2,850000,2008,188,7.4,1.78,18,59
Live-In Maidæ,83,0,0,24,0,800000,2004,5,7.2,,83,772
Deterrenceæ,104,37,501,574,0,800000,1999,573,6.5,1.85,130,2256
The Mudge Boyæ,94,3,181,262,1,800000,2003,262,7.2,,396,3480
The Young Unknownsæ,87,0,258,1000,0,,2000,749,4.2,,4,122
Not Coolæ,93,247,152,247,4,600000,2014,217,5.1,,0,4167
Dead Snowæ,91,75,13,35,0,800000,2009,16,6.4,1.85,23000,54601
Saints and Soldiersæ,90,38,69,214,0,780000,2003,115,6.8,,1000,17725
Vesselæ,14,0,37,134,1,,2012,93,6.2,,14,292
American Graffitiæ,112,0,425,11000,1,777000,1973,2000,7.5,2.35,0,63839
Iraq for Sale: The War Profiteersæ,75,21,0,25,0,750000,2006,0,7.7,1.78,274,1477
Aqua Teen Hunger Force Colon Movie Film for Theatersæ,86,8,357,2000,0,750000,2007,424,6.9,1.85,307,12160
Safety Not Guaranteedæ,86,365,522,934,0,750000,2012,830,7,2.35,31000,101287
Kevin Hart: Laugh at My Painæ,89,15,95,312,1,,2011,135,7.5,1.85,614,3543
Kill Listæ,95,214,246,513,0,500000,2011,257,6.3,2.35,0,25750
The Innkeepersæ,101,243,74,969,0,750000,2011,128,5.5,2.35,0,27260
The Unbornæ,89,687,389,10000,1,16000000,2009,787,4.8,2.35,0,42183
The Conformistæ,106,973,48,319,1,750000,1970,90,8.1,1.66,0,17813
Interview with the Assassinæ,88,168,21,108,0,750000,2002,72,6.6,1.78,163,1661
Donkey Punchæ,99,4,201,1000,0,900000,2008,233,5.2,1.85,0,9376
All the Boys Love Mandy Laneæ,90,129,280,935,1,750000,2006,611,5.6,2.35,2000,25951
Bledæ,95,3,118,717,0,750000,2009,134,3.1,1.85,128,851
High Noonæ,85,160,433,998,0,750000,1952,575,8.1,1.37,3000,80193
Hoop Dreamsæ,170,23,2,7,0,700000,1994,6,8.3,1.33,0,18980
Rizeæ,86,30,14,262,0,,2005,23,7.1,1.33,903,2877
Destinyæ,,364,567,22000,0,,2014,4000,8.1,,1000,3089
L.I.E.æ,97,52,36,80,1,700000,2001,67,7.2,1.85,420,8509
The Sisterhood of Nightæ,104,0,195,601,,1000000,2014,524,6.3,2.35,523,1354
B-Girlæ,88,0,311,618,0,,2009,592,4,,303,551
King Kongæ,201,0,84,6000,0,207000000,2005,918,7.2,2.35,0,316027
House of Waxæ,108,174,324,730,0,30000000,2005,716,5.3,1.85,0,94463
Half Nelsonæ,106,31,71,33000,2,700000,2006,519,7.2,1.85,0,70885
Naturally Nativeæ,107,0,236,752,4,700000,1998,282,6.5,,102,103
Hav Plentyæ,84,21,48,465,2,650000,1997,170,6.5,,161,819
Adulterersæ,91,0,137,696,3,750000,2015,320,4.9,2.35,158,514
Escape from Tomorrowæ,90,13,432,977,0,,2013,511,5.2,1.85,0,7384
Starsuckersæ,103,2,442,628,0,400000,2009,474,7.4,,203,474
The Hadza: Last of the Firstæ,71,0,21,1000,1,650000,2014,338,7.4,,5,5
Afteræ,90,4,258,523,0,650000,2012,385,5.4,2.35,1000,3699
Treacheryæ,67,4,2000,260000,5,625000,2013,21000,3.9,,0,344
Walteræ,94,7,912,956,2,700000,2015,945,5.3,,0,1432
Top Hatæ,81,10,23,610,2,609000,1935,172,7.8,1.37,1000,13269
The Blair Witch Projectæ,81,19,39,170,0,60000,1999,170,6.4,1.33,0,186786
Woodstockæ,215,14,136,262,0,600000,1970,227,8.1,2.2,0,12631
The Kentucky Fried Movieæ,83,644,11,119,0,650000,1977,29,6.5,1.85,0,13915
Mercy Streetsæ,106,16,254,602,1,600000,2000,266,5.6,1.85,12,448
Arnolds Parkæ,103,0,20,23,4,600000,2007,20,5.6,1.78,11,94
Broken Vesselsæ,90,4,218,919,0,600000,1998,711,6.6,1.85,51,531
Water & Poweræ,88,12,359,601,0,,2013,371,6.3,,358,85
They Will Have to Kill Us Firstæ,105,0,0,0,3,400000,2015,0,7.7,,34,74
Crop Circles: Quest for Truthæ,115,3,0,0,0,750000,2002,0,7,,32,204
Light from the Darkroomæ,90,0,271,595,0,600000,2014,412,8,,9,6
Irreplaceableæ,102,12,2,541,2,,2016,8,7.2,,36,389
The Maid's Roomæ,98,5,233,587,0,600000,2013,448,4.5,,128,719
A Hard Day's Nightæ,87,44,704,785,1,560000,1964,725,7.7,1.75,0,31429
The Harvest/La Cosechaæ,80,6,,,0,560000,2011,,7.2,,88,57
Love Lettersæ,88,11,221,2000,1,550000,1983,433,6.1,,7,487
Julija in alfa Romeoæ,83,0,0,0,6,500000,2015,0,6.4,2.35,18,86
Fireproofæ,122,589,150,848,0,500000,2008,153,6.5,1.85,0,17068
Faith Connectionsæ,115,95,0,0,1,550000,2013,0,7,1.85,126,113
Benjiæ,86,24,142,407,0,500000,1974,189,6.1,1.85,816,3411
Open Wateræ,79,9,7,48,1,500000,2003,10,5.7,1.85,0,42256
High Roadæ,87,490,201,833,6,,2011,523,5.4,,244,1305
Kingdom of the Spidersæ,97,8,22,423,0,500000,1977,23,5.9,1.85,0,3274
Mad Hot Ballroomæ,105,2,0,0,2,,2005,0,7.5,1.85,588,3156
The Station Agentæ,89,310,587,22000,0,500000,2003,833,7.7,1.85,0,58260
To Save a Lifeæ,120,3,234,984,1,1000000,2009,801,7.1,2.35,0,4583
Wordplayæ,94,3,2,196,0,,2006,184,7.4,1.66,694,3394
Beyond the Matæ,108,6,43,54,3,500000,1999,44,7.6,1.85,491,6790
The Singles Wardæ,102,0,15,69,0,500000,2002,24,6.4,,43,1099
Osamaæ,83,6,0,30,1,46000,2003,0,7.4,1.85,0,7559
Sholem Aleichem: Laughing in the Darknessæ,93,0,59,399,1,500000,2011,169,6.8,16,287,154
Grooveæ,86,7,17,328,0,500000,2000,27,6.5,1.85,0,3562
The R.M.æ,101,0,17,69,0,500000,2003,34,6,,44,651
Twin Falls Idahoæ,111,35,482,980,0,500000,1999,505,7.3,1.85,180,3479
Mean Creekæ,90,9,595,710,0,500000,2004,634,7.3,1.85,1000,26407
Hurricane Streetsæ,86,204,474,659,3,500000,1997,529,6.5,1.85,51,1038
Never Againæ,98,71,658,22000,1,500000,2001,1000,6,1.85,139,709
Civil Brandæ,91,21,469,597,3,500000,2002,485,5.3,1.85,86,553
Lonesome Jimæ,91,12000,213,778,0,500000,2005,327,6.6,1.85,238,6884
Drinking Buddiesæ,90,217,243,10000,5,,2013,10000,6.1,2.35,0,45928
Deceptive Practice: The Mysteries and Mentors of Ricky Jayæ,88,0,49,342,0,500000,2012,79,7.1,,590,774
Seven Samuraiæ,202,0,4,304,6,2000000,1954,8,8.7,1.37,11000,229012
The Other Dream Teamæ,89,6,8,14,1,500000,2012,9,8.4,,0,3086
Johnny Suedeæ,97,32,329,11000,0,500000,1991,422,5.8,1.85,344,3013
Finishing the Game: The Search for a New Bruce Leeæ,84,681,143,239,0,500000,2007,172,6.2,1.85,155,1656
Rubberæ,82,248,196,353,0,500000,2010,248,5.8,1.85,46000,26185
Homeæ,94,12,183,17000,0,135000000,2015,523,6.7,1.85,26000,70136
Kiss the Brideæ,100,6,325,396,3,500000,2007,326,5.7,1.85,60,1358
The Slaughter Ruleæ,112,12,699,33000,2,500000,2002,1000,6.1,2.35,183,2004
Monstersæ,94,380,113,660,0,500000,2010,280,6.4,2.35,19000,75669
The Californiansæ,87,0,347,584,3,,2005,507,5,1.85,29,299
The Living Wakeæ,91,0,170,472,2,500000,2007,185,6.5,,339,739
Detention of the Deadæ,87,38,445,552,6,500000,2012,533,4.6,2.35,898,2038
Crazy Stoneæ,98,0,0,4,1,3000000,2006,4,7.7,2.35,23,2097
Scott Walker: 30 Century Manæ,95,3,25,30,0,500000,2006,27,7.3,1.85,808,1006
Everything Put Togetheræ,87,395,637,991,0,100000,2000,946,6.6,1.85,22,601
Good Killæ,102,487,118,991,0,,2014,943,6.4,2.35,0,15756
Insomnia Manicaæ,127,2,0,2,0,500000,2005,0,5.8,1.33,0,16
The Outrageous Sophie Tuckeræ,96,3,205,387,1,500000,2014,244,7.2,1.33,16,38
Now Is Goodæ,103,21,680,25000,3,,2012,766,7.2,2.35,0,26863
Girls Gone Deadæ,104,32,238,685,2,500000,2012,492,3.5,2.35,0,2012
America Is Still the Placeæ,90,0,569,970,0,,2015,812,7.5,,337,22
Subconsciousæ,122,406,152,358,0,,2015,317,2.2,,353,292
Crossroadsæ,93,33,135,1000,1,12000000,2002,188,3.3,1.85,0,34219
Enter Nowhereæ,90,0,120,322,3,500000,2011,178,6.6,,701,5025
The King of Najayoæ,101,0,15,159,1,500000,2012,15,6.9,16,126,197
Fight to the Finishæ,94,0,212,918,0,150000,2016,402,4,,381,60
Alleluia! The Devil's Carnivalæ,97,163,303,636,5,500000,2016,456,7.4,1.78,707,259
The Sound and the Shadowæ,90,0,33,84,0,,2014,41,8.3,,70,30
Rodeo Girlæ,108,431,317,466,2,500000,2016,431,5.7,,0,62
Born to Fly: Elizabeth Streb vs. Gravityæ,82,0,0,0,1,500000,2014,0,6.8,,44,40
The Little Ponderosa Zooæ,84,0,53,385,2,500000,2016,169,5.2,16,9,15
Oz the Great and Powerfulæ,130,0,11000,44000,4,215000000,2013,15000,6.4,2.35,60000,175413
The Toxic Avengeræ,91,6,10,488,0,475000,1984,11,6.2,1.85,0,19253
Straight Out of Brooklynæ,91,10,10,353,4,450000,1991,12,5.9,1.85,123,475
Bloody Sundayæ,107,521,80,773,0,2000000,2002,89,7.7,1.85,0,19732
Diamond Ruffæ,82,5,237,472,6,500000,2015,251,4.3,,62,53
Conversations with Other Womenæ,84,3,446,10000,0,450000,2005,651,7.1,2.39,0,10143
Poultrygeist: Night of the Chicken Deadæ,103,365,49,907,0,500000,2006,365,6.2,1.85,0,5931
Mutual Friendsæ,86,0,304,873,1,450000,2013,469,6.8,,31,64
42nd Streetæ,89,24,45,610,2,439000,1933,105,7.7,1.37,439,7921
Rise of the Entrepreneur: The Search for a Better Wayæ,52,0,0,8,0,450000,2014,2,8.2,,460,78
Metropolitanæ,98,89,3,88,1,225000,1990,74,7.5,1.66,865,7143
As It Is in Heavenæ,133,10,19,690,15,25000000,2004,24,7.6,1.85,0,13543
Roadsideæ,81,15,93,847,0,,2013,94,4.1,16,61,268
Napoleon Dynamiteæ,92,100,482,970,0,400000,2004,759,6.9,1.85,0,161448
